NameOfStation;Line;Year;Quarter;IncomingPassengers;OutgoingPassengers;global_id;NameOfStation_en;Line_en;Year_en;Quarter_en;IncomingPassengers_en;OutgoingPassengers_en;Unnamed: 13
Станция метрополитена;Линия;Год;Квартал;Входы пассажиров;Выходы пассажиров;global_id;NameOfStation_en;Line_en;Year_en;Quarter_en;IncomingPassengers_en;OutgoingPassengers_en;
Коньково;Калужско-Рижская линия;2021;III квартал;2059312;2053712;1263040636;;;;;;;
Новоясеневская;Калужско-Рижская линия;2021;III квартал;487063;477743;1263040638;;;;;;;
Цветной бульвар;Серпуховско-Тимирязевская линия;2021;III квартал;1685294;1754510;1263040639;;;;;;;
Пионерская;Филёвская линия;2021;III квартал;432602;416630;1263040640;;;;;;;
Полянка;Серпуховско-Тимирязевская линия;2021;III квартал;1226589;1294092;1263040642;;;;;;;
Студенческая;Филёвская линия;2021;III квартал;462268;474513;1263040643;;;;;;;
Серпуховская;Серпуховско-Тимирязевская линия;2021;III квартал;1490970;1560467;1263040644;;;;;;;
Нагатинская;Серпуховско-Тимирязевская линия;2021;III квартал;3221879;3304731;1263040645;;;;;;;
Нагорная;Серпуховско-Тимирязевская линия;2021;III квартал;1158781;1181353;1263040646;;;;;;;
Нахимовский проспект;Серпуховско-Тимирязевская линия;2021;III квартал;1748441;1779205;1263040647;;;;;;;
Севастопольская;Серпуховско-Тимирязевская линия;2021;III квартал;1998477;2029010;1263040648;;;;;;;
Спартак;Таганско-Краснопресненская линия;2021;III квартал;311371;300292;1263040649;;;;;;;
Пражская;Серпуховско-Тимирязевская линия;2021;III квартал;3773490;3778505;1263040650;;;;;;;
Полежаевская;Таганско-Краснопресненская линия;2021;III квартал;2506179;2571219;1263040652;;;;;;;
Улица 1905 года;Таганско-Краснопресненская линия;2021;III квартал;3381604;3534051;1263040653;;;;;;;
Пушкинская;Таганско-Краснопресненская линия;2021;III квартал;3364990;3498551;1263040654;;;;;;;
Кузнецкий мост;Таганско-Краснопресненская линия;2021;III квартал;1757764;1856256;1263040655;;;;;;;
Битцевский парк;Бутовская линия Лёгкого метро;2021;III квартал;289003;210118;1263040656;;;;;;;
Лесопарковая;Бутовская линия Лёгкого метро;2021;III квартал;500822;483078;1263040658;;;;;;;
Пролетарская;Таганско-Краснопресненская линия;2021;III квартал;2460153;2508785;1263040659;;;;;;;
Улица Скобелевская;Бутовская линия Лёгкого метро;2021;III квартал;1359010;1316546;1263040660;;;;;;;
Кузьминки;Таганско-Краснопресненская линия;2021;III квартал;4655135;4667688;1263040662;;;;;;;
Улица Горчакова;Бутовская линия Лёгкого метро;2021;III квартал;728360;719522;1263040663;;;;;;;
Выхино;Таганско-Краснопресненская линия;2021;III квартал;5158048;5006049;1263040664;;;;;;;
Бунинская аллея;Бутовская линия Лёгкого метро;2021;III квартал;1580736;1551153;1263040665;;;;;;;
Селигерская;Люблинско-Дмитровская линия;2021;III квартал;3178444;3132577;1263040666;;;;;;;
Жулебино;Таганско-Краснопресненская линия;2021;III квартал;1883576;1822257;1263040667;;;;;;;
Верхние Лихоборы;Люблинско-Дмитровская линия;2021;III квартал;946487;938314;1263040668;;;;;;;
Новокосино;Калининская линия;2021;III квартал;4787197;4628634;1263040669;;;;;;;
Новогиреево;Калининская линия;2021;III квартал;5414517;5286859;1263040670;;;;;;;
Перово;Калининская линия;2021;III квартал;3222725;3225290;1263040671;;;;;;;
Фонвизинская;Люблинско-Дмитровская линия;2021;III квартал;1092347;1084231;1263040673;;;;;;;
Бутырская;Люблинско-Дмитровская линия;2021;III квартал;1108023;1151731;1263040674;;;;;;;
Площадь Ильича;Калининская линия;2021;III квартал;1817688;1844756;1263040675;;;;;;;
Марксистская;Калининская линия;2021;III квартал;1724827;1811802;1263040676;;;;;;;
Достоевская;Люблинско-Дмитровская линия;2021;III квартал;966705;1019102;1263040678;;;;;;;
Алтуфьево;Серпуховско-Тимирязевская линия;2021;III квартал;3636635;3558392;1263040679;;;;;;;
Трубная;Люблинско-Дмитровская линия;2021;III квартал;1182377;1241012;1263040680;;;;;;;
Бибирево;Серпуховско-Тимирязевская линия;2021;III квартал;2246443;2264162;1263040681;;;;;;;
Дмитровская;Серпуховско-Тимирязевская линия;2021;III квартал;2679567;2734940;1263040682;;;;;;;
Менделеевская;Серпуховско-Тимирязевская линия;2021;III квартал;3407604;3599222;1263040683;;;;;;;
Чеховская;Серпуховско-Тимирязевская линия;2021;III квартал;1553386;1645445;1263040684;;;;;;;
Боровицкая;Серпуховско-Тимирязевская линия;2021;III квартал;496142;523444;1263040686;;;;;;;
Тульская;Серпуховско-Тимирязевская линия;2021;III квартал;2733470;2838749;1263040687;;;;;;;
Чертановская;Серпуховско-Тимирязевская линия;2021;III квартал;2393156;2385231;1263040688;;;;;;;
Шипиловская;Люблинско-Дмитровская линия;2021;III квартал;1072656;1079844;1263040689;;;;;;;
Южная;Серпуховско-Тимирязевская линия;2021;III квартал;1749851;1747885;1263040690;;;;;;;
Зябликово;Люблинско-Дмитровская линия;2021;III квартал;805521;809723;1263040691;;;;;;;
Аннино;Серпуховско-Тимирязевская линия;2021;III квартал;1953877;1779322;1263040692;;;;;;;
Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;2021;III квартал;4276856;4134665;1263040693;;;;;;;
Лухмановская;Некрасовская линия;2021;III квартал;1197423;1128163;1263040694;;;;;;;
Чкаловская;Люблинско-Дмитровская линия;2021;III квартал;3387730;3285885;1263040696;;;;;;;
Римская;Люблинско-Дмитровская линия;2021;III квартал;1404051;1434481;1263040698;;;;;;;
Мневники;Большая кольцевая линия;2021;III квартал;89886;90262;1263040700;;;;;;;
Кожуховская;Люблинско-Дмитровская линия;2021;III квартал;1827079;1934028;1263040702;;;;;;;
Минская;Солнцевская линия;2021;III квартал;464554;477391;1263040703;;;;;;;
Волжская;Люблинско-Дмитровская линия;2021;III квартал;1303898;1335773;1263040704;;;;;;;
Ломоносовский проспект;Солнцевская линия;2021;III квартал;1006800;1009207;1263040705;;;;;;;
Люблино;Люблинско-Дмитровская линия;2021;III квартал;3563193;3454724;1263040706;;;;;;;
Братиславская;Люблинско-Дмитровская линия;2021;III квартал;2993337;2996008;1263040707;;;;;;;
Марьино;Люблинско-Дмитровская линия;2021;III квартал;2475429;2467840;1263040708;;;;;;;
Борисово;Люблинско-Дмитровская линия;2021;III квартал;915219;912244;1263040709;;;;;;;
Стахановская;Некрасовская линия;2021;III квартал;478411;436574;1263040710;;;;;;;
Боровское шоссе;Солнцевская линия;2021;III квартал;445907;421611;1263040711;;;;;;;
Окская;Некрасовская линия;2021;III квартал;498092;487093;1263040712;;;;;;;
Юго-Восточная;Некрасовская линия;2021;III квартал;802152;773046;1263040713;;;;;;;
Косино;Некрасовская линия;2021;III квартал;316194;297138;1263040714;;;;;;;
Некрасовка;Некрасовская линия;2021;III квартал;3826979;3619497;1263040715;;;;;;;
ЦСКА;Большая кольцевая линия;2021;III квартал;2599014;2578948;1263040717;;;;;;;
Улица Милашенкова;Московская монорельсовая транспортная система;2021;III квартал;17378;16186;1263040718;;;;;;;
Народное Ополчение;Большая кольцевая линия;2021;III квартал;907727;887127;1263040719;;;;;;;
Белокаменная;Московское центральное кольцо;2021;III квартал;81549;84580;1263040720;;;;;;;
Раменки;Солнцевская линия;2021;III квартал;1344810;1322763;1263040722;;;;;;;
Озёрная;Солнцевская линия;2021;III квартал;1393152;1381385;1263040723;;;;;;;
Локомотив;Московское центральное кольцо;2021;III квартал;900714;945551;1263040724;;;;;;;
Говорово;Солнцевская линия;2021;III квартал;997731;935008;1263040725;;;;;;;
Солнцево;Солнцевская линия;2021;III квартал;1229138;1178211;1263040726;;;;;;;
Новопеределкино;Солнцевская линия;2021;III квартал;1211071;1159110;1263040727;;;;;;;
Рассказовка;Солнцевская линия;2021;III квартал;1584348;1479780;1263040728;;;;;;;
Андроновка;Московское центральное кольцо;2021;III квартал;682879;699464;1263040729;;;;;;;
Новохохловская;Московское центральное кольцо;2021;III квартал;598631;632915;1263040731;;;;;;;
Телецентр;Московская монорельсовая транспортная система;2021;III квартал;28448;25845;1263040732;;;;;;;
Угрешская;Московское центральное кольцо;2021;III квартал;394729;429043;1263040733;;;;;;;
Лихоборы;Московское центральное кольцо;2021;III квартал;930132;947933;1263040734;;;;;;;
ЗИЛ;Московское центральное кольцо;2021;III квартал;633246;663742;1263040735;;;;;;;
Верхние Котлы;Московское центральное кольцо;2021;III квартал;1428068;1485366;1263040736;;;;;;;
Ростокино;Московское центральное кольцо;2021;III квартал;2530584;2566353;1263040737;;;;;;;
Площадь Гагарина;Московское центральное кольцо;2021;III квартал;1106775;1358832;1263040738;;;;;;;
Лужники;Московское центральное кольцо;2021;III квартал;970702;1106461;1263040739;;;;;;;
Измайлово;Московское центральное кольцо;2021;III квартал;801358;875072;1263040740;;;;;;;
Зорге;Московское центральное кольцо;2021;III квартал;405435;425410;1263040743;;;;;;;
Панфиловская;Московское центральное кольцо;2021;III квартал;520492;552227;1263040744;;;;;;;
Балтийская;Московское центральное кольцо;2021;III квартал;1051585;1123506;1263040745;;;;;;;
Крымская;Московское центральное кольцо;2021;III квартал;831313;872881;1263040746;;;;;;;
Волоколамская;Арбатско-Покровская линия;2021;III квартал;1351129;1327707;1263040748;;;;;;;
Крылатское;Арбатско-Покровская линия;2021;III квартал;2009129;1986769;1263040750;;;;;;;
Стрешнево;Московское центральное кольцо;2021;III квартал;1277553;1330700;1263040751;;;;;;;
Коптево;Московское центральное кольцо;2021;III квартал;1201900;1269688;1263040752;;;;;;;
Бауманская;Арбатско-Покровская линия;2021;III квартал;3913726;4102678;1263040756;;;;;;;
Партизанская;Арбатско-Покровская линия;2021;III квартал;1494941;1461792;1263040757;;;;;;;
Площадь Революции;Арбатско-Покровская линия;2021;III квартал;2761712;2753036;1263040759;;;;;;;
Первомайская;Арбатско-Покровская линия;2021;III квартал;2663314;2667697;1263040763;;;;;;;
Коломенская;Замоскворецкая линия;2021;III квартал;3846526;3891717;1263040774;;;;;;;
Царицыно;Замоскворецкая линия;2021;III квартал;4712684;4587321;1263040775;;;;;;;
Красногвардейская;Замоскворецкая линия;2021;III квартал;1416563;1420401;1263040780;;;;;;;
Алма-Атинская;Замоскворецкая линия;2021;III квартал;1071583;1046315;1263040781;;;;;;;
Преображенская площадь;Сокольническая линия;2021;III квартал;3472280;3551328;1263040783;;;;;;;
Красносельская;Сокольническая линия;2021;III квартал;1709761;1770018;1263040784;;;;;;;
Лубянка;Сокольническая линия;2021;III квартал;1850326;1879123;1263040787;;;;;;;
Охотный ряд;Сокольническая линия;2021;III квартал;3525822;3474340;1263040788;;;;;;;
Университет;Сокольническая линия;2021;III квартал;2430276;2531693;1263040792;;;;;;;
Юго-Западная;Сокольническая линия;2021;III квартал;2972206;3050700;1263040793;;;;;;;
Румянцево;Сокольническая линия;2021;III квартал;819313;825323;1263040794;;;;;;;
Филатов луг;Сокольническая линия;2021;III квартал;549065;530104;1263040797;;;;;;;
Коммунарка;Сокольническая линия;2021;III квартал;866890;854573;1263040800;;;;;;;
Киевская;Арбатско-Покровская линия;2021;III квартал;3950817;3625803;1266156637;;;;;;;
Электрозаводская;Арбатско-Покровская линия;2021;III квартал;2614718;2783527;1266156641;;;;;;;
Семёновская;Арбатско-Покровская линия;2021;III квартал;2315274;2396221;1266156642;;;;;;;
Щёлковская;Арбатско-Покровская линия;2021;III квартал;6153119;5858489;1266156643;;;;;;;
Хорошёвская;Большая кольцевая линия;2021;III квартал;642534;632871;1266156646;;;;;;;
Новые Черёмушки;Калужско-Рижская линия;2021;III квартал;3032430;3103871;1266159554;;;;;;;
Бульвар Рокоссовского;Московское центральное кольцо;2021;III квартал;845177;891599;1266159556;;;;;;;
Соколиная Гора;Московское центральное кольцо;2021;III квартал;499599;529353;1266159558;;;;;;;
Тёплый стан;Калужско-Рижская линия;2021;III квартал;5031732;4959070;1266159559;;;;;;;
Парк Победы;Арбатско-Покровская линия;2021;III квартал;1300816;1275852;1266159560;;;;;;;
Шоссе Энтузиастов;Московское центральное кольцо;2021;III квартал;630933;713747;1266159561;;;;;;;
Киевская;Кольцевая линия;2021;III квартал;3173234;3093354;1266159562;;;;;;;
Белорусская;Кольцевая линия;2021;III квартал;3556387;3378479;1266159564;;;;;;;
Нижегородская;Московское центральное кольцо;2021;III квартал;1549001;1656129;1266159565;;;;;;;
Арбатская;Арбатско-Покровская линия;2021;III квартал;2088075;2189926;1266159566;;;;;;;
Проспект Мира;Кольцевая линия;2021;III квартал;1935777;2007717;1266159567;;;;;;;
Курская;Арбатско-Покровская линия;2021;III квартал;1398470;1405105;1266159568;;;;;;;
Дубровка;Московское центральное кольцо;2021;III квартал;786129;841059;1266159569;;;;;;;
Комсомольская;Кольцевая линия;2021;III квартал;7548425;6225741;1266159570;;;;;;;
Автозаводская;Московское центральное кольцо;2021;III квартал;479225;537238;1266159571;;;;;;;
Кутузовская;Московское центральное кольцо;2021;III квартал;1329171;1475397;1266159573;;;;;;;
Курская;Кольцевая линия;2021;III квартал;3765406;3464261;1266159574;;;;;;;
Петровский парк;Большая кольцевая линия;2021;III квартал;764778;769096;1266159575;;;;;;;
Таганская;Кольцевая линия;2021;III квартал;2024833;2100832;1266159576;;;;;;;
Деловой центр;Московское центральное кольцо;2021;III квартал;1282044;1361731;1266159578;;;;;;;
Павелецкая;Кольцевая линия;2021;III квартал;3133738;3265736;1266159579;;;;;;;
Деловой центр;Большая кольцевая линия;2021;III квартал;1273979;1240919;1266159580;;;;;;;
Шелепиха;Московское центральное кольцо;2021;III квартал;654565;711197;1266159581;;;;;;;
Авиамоторная;Некрасовская линия;2021;III квартал;477981;477503;1266159582;;;;;;;
Октябрьская;Кольцевая линия;2021;III квартал;2144522;2208974;1266159583;;;;;;;
Хорошёво;Московское центральное кольцо;2021;III квартал;688060;731451;1266159584;;;;;;;
Парк культуры;Кольцевая линия;2021;III квартал;3262106;3398118;1266159585;;;;;;;
Лефортово;Некрасовская линия;2021;III квартал;460377;459916;1266159586;;;;;;;
Нижегородская;Некрасовская линия;2021;III квартал;793224;1053251;1266159587;;;;;;;
Окружная;Люблинско-Дмитровская линия;2021;III квартал;517182;514637;1266159588;;;;;;;
Электрозаводская;Некрасовская линия;2021;III квартал;561749;561887;1266159589;;;;;;;
улица Дмитриевского;Некрасовская линия;2021;III квартал;733335;722170;1266159590;;;;;;;
Петровско-Разумовская;Люблинско-Дмитровская линия;2021;III квартал;1777498;1761540;1266159591;;;;;;;
Бульвар адмирала Ушакова;Бутовская линия Лёгкого метро;2021;III квартал;743358;738430;1266159592;;;;;;;
Владыкино;Серпуховско-Тимирязевская линия;2021;III квартал;1253316;1478142;1266159593;;;;;;;
Марьина роща;Люблинско-Дмитровская линия;2021;III квартал;2212844;2283247;1266159594;;;;;;;
Белорусская;Замоскворецкая линия;2021;III квартал;2437121;2287334;1266159595;;;;;;;
Петровско-Разумовская;Серпуховско-Тимирязевская линия;2021;III квартал;0;0;1266159596;;;;;;;
Сретенский бульвар;Люблинско-Дмитровская линия;2021;III квартал;684888;731822;1266159597;;;;;;;
Павелецкая;Замоскворецкая линия;2021;III квартал;2887524;2348764;1266159598;;;;;;;
Тимирязевская;Серпуховско-Тимирязевская линия;2021;III квартал;1635842;1605798;1266159599;;;;;;;
Крестьянская застава;Люблинско-Дмитровская линия;2021;III квартал;564624;597432;1266159600;;;;;;;
Автозаводская;Замоскворецкая линия;2021;III квартал;2845552;3022687;1266159601;;;;;;;
Савёловская;Серпуховско-Тимирязевская линия;2021;III квартал;3289414;3304660;1266159602;;;;;;;
Дубровка;Люблинско-Дмитровская линия;2021;III квартал;1413424;1503289;1266159603;;;;;;;
Улица академика Янгеля;Серпуховско-Тимирязевская линия;2021;III квартал;2027006;1968667;1266159604;;;;;;;
Каширская;Замоскворецкая линия;2021;III квартал;1663426;1703283;1266159605;;;;;;;
Печатники;Люблинско-Дмитровская линия;2021;III квартал;1604318;1621870;1266159606;;;;;;;
Бульвар Рокоссовского;Сокольническая линия;2021;III квартал;1732589;1737141;1266159607;;;;;;;
Шоссе Энтузиастов;Калининская линия;2021;III квартал;1680559;1831640;1266159608;;;;;;;
Сокольники;Сокольническая линия;2021;III квартал;2146908;2181857;1266159609;;;;;;;
Улица Сергея Эйзенштейна;Московская монорельсовая транспортная система;2021;III квартал;19628;16827;1266159610;;;;;;;
Авиамоторная;Калининская линия;2021;III квартал;3184019;3359186;1266159611;;;;;;;
Комсомольская;Сокольническая линия;2021;III квартал;2667873;2157109;1266159612;;;;;;;
Парк культуры;Сокольническая линия;2021;III квартал;469945;469148;1266159613;;;;;;;
Третьяковская;Калининская линия;2021;III квартал;2064946;2192325;1266159614;;;;;;;
Выставочный центр;Московская монорельсовая транспортная система;2021;III квартал;72287;63164;1266159615;;;;;;;
Улица Академика Королёва;Московская монорельсовая транспортная система;2021;III квартал;15169;13965;1266159616;;;;;;;
Воробьёвы горы;Сокольническая линия;2021;III квартал;691372;653410;1266159617;;;;;;;
Ботанический сад;Калужско-Рижская линия;2021;III квартал;1349053;1534063;1266159618;;;;;;;
Проспект Вернадского;Сокольническая линия;2021;III квартал;1427861;1430672;1266159619;;;;;;;
Тимирязевская;Московская монорельсовая транспортная система;2021;III квартал;53906;45944;1266159620;;;;;;;
Проспект Мира;Калужско-Рижская линия;2021;III квартал;1904535;1994687;1266159621;;;;;;;
Окружная;Московское центральное кольцо;2021;III квартал;1276685;1295530;1266159622;;;;;;;
Китай-город;Калужско-Рижская линия;2021;III квартал;4450614;4586292;1266159623;;;;;;;
Тропарёво;Сокольническая линия;2021;III квартал;1217260;1224054;1266159624;;;;;;;
Владыкино;Московское центральное кольцо;2021;III квартал;633266;813352;1266159625;;;;;;;
Деловой центр;Солнцевская линия;2021;III квартал;838009;825073;1266159626;;;;;;;
Третьяковская;Калужско-Рижская линия;2021;III квартал;0;0;1266159627;;;;;;;
Октябрьская;Калужско-Рижская линия;2021;III квартал;972556;1032738;1266159628;;;;;;;
Ботанический сад;Московское центральное кольцо;2021;III квартал;872248;1056980;1266159629;;;;;;;
Парк Победы;Солнцевская линия;2021;III квартал;314808;328847;1266159632;;;;;;;
Мичуринский проспект;Солнцевская линия;2021;III квартал;695814;694288;1266159633;;;;;;;
Китай-город;Таганско-Краснопресненская линия;2021;III квартал;0;0;1266159634;;;;;;;
Таганская;Таганско-Краснопресненская линия;2021;III квартал;1094723;1129964;1266159635;;;;;;;
Текстильщики;Таганско-Краснопресненская линия;2021;III квартал;4375255;4380112;1266159636;;;;;;;
Кунцевская;Филёвская линия;2021;III квартал;678595;662661;1266159637;;;;;;;
Филёвский парк;Филёвская линия;2021;III квартал;707048;691940;1266159638;;;;;;;
Кутузовская;Филёвская линия;2021;III квартал;623994;645985;1266159639;;;;;;;
Киевская;Филёвская линия;2021;III квартал;0;0;1266159640;;;;;;;
Смоленская;Филёвская линия;2021;III квартал;808419;820954;1266159641;;;;;;;
Арбатская;Филёвская линия;2021;III квартал;457692;436726;1266159642;;;;;;;
Александровский сад;Филёвская линия;2021;III квартал;1204314;1209639;1266159643;;;;;;;
Международная;Филёвская линия;2021;III квартал;547513;566452;1266159644;;;;;;;
Выставочная;Филёвская линия;2021;III квартал;1423599;1419594;1266159645;;;;;;;
Каширская;Каховская линия;2021;III квартал;0;0;1266159646;;;;;;;
Савёловская;Большая кольцевая линия;2021;III квартал;723022;704450;1267121253;;;;;;;
Пятницкое шоссе;Арбатско-Покровская линия;2021;IV квартал;1568663;1481411;1508957389;;;;;;;
Митино;Арбатско-Покровская линия;2021;IV квартал;2217044;2090460;1508957391;;;;;;;
Славянский бульвар;Арбатско-Покровская линия;2021;IV квартал;5167881;5076680;1508957412;;;;;;;
Киевская;Арбатско-Покровская линия;2021;IV квартал;3905787;3652754;1508957821;;;;;;;
Смоленская;Арбатско-Покровская линия;2021;IV квартал;1968177;2052477;1508957824;;;;;;;
Арбатская;Арбатско-Покровская линия;2021;IV квартал;2334682;2432028;1508957827;;;;;;;
Площадь Революции;Арбатско-Покровская линия;2021;IV квартал;2995040;2989129;1508957830;;;;;;;
Курская;Арбатско-Покровская линия;2021;IV квартал;803766;818519;1508957833;;;;;;;
Бауманская;Арбатско-Покровская линия;2021;IV квартал;4535307;4750342;1508957836;;;;;;;
Электрозаводская;Арбатско-Покровская линия;2021;IV квартал;2941934;3109898;1508957839;;;;;;;
Семёновская;Арбатско-Покровская линия;2021;IV квартал;2591407;2682823;1508957842;;;;;;;
Партизанская;Арбатско-Покровская линия;2021;IV квартал;1523469;1508112;1508957845;;;;;;;
Измайловская;Арбатско-Покровская линия;2021;IV квартал;1608778;1621651;1508957848;;;;;;;
Первомайская;Арбатско-Покровская линия;2021;IV квартал;2987768;2983700;1508957852;;;;;;;
Щёлковская;Арбатско-Покровская линия;2021;IV квартал;6465951;6180041;1508957856;;;;;;;
Савёловская;Большая кольцевая линия;2021;IV квартал;861804;860533;1508957859;;;;;;;
Петровский парк;Большая кольцевая линия;2021;IV квартал;909527;926875;1508957862;;;;;;;
ЦСКА;Большая кольцевая линия;2021;IV квартал;2829382;2858026;1508957864;;;;;;;
Хорошёвская;Большая кольцевая линия;2021;IV квартал;720688;725329;1508957866;;;;;;;
Волоколамская;Арбатско-Покровская линия;2021;IV квартал;1493292;1464196;1508957868;;;;;;;
Шелепиха;Большая кольцевая линия;2021;IV квартал;931019;952325;1508957869;;;;;;;
Мякинино;Арбатско-Покровская линия;2021;IV квартал;1614681;1530895;1508957871;;;;;;;
Деловой центр;Большая кольцевая линия;2021;IV квартал;1416645;1373249;1508957872;;;;;;;
Строгино;Арбатско-Покровская линия;2021;IV квартал;2411559;2380696;1508957874;;;;;;;
Народное Ополчение;Большая кольцевая линия;2021;IV квартал;1079615;1059142;1508957875;;;;;;;
Крылатское;Арбатско-Покровская линия;2021;IV квартал;2188408;2157807;1508957877;;;;;;;
Мнёвники;Большая кольцевая линия;2021;IV квартал;99462;100067;1508957878;;;;;;;
Молодёжная;Арбатско-Покровская линия;2021;IV квартал;3929803;3877394;1508957880;;;;;;;
Авиамоторная;Некрасовская линия;2021;IV квартал;552318;552498;1508957881;;;;;;;
Кунцевская;Арбатско-Покровская линия;2021;IV квартал;1330211;1347324;1508957883;;;;;;;
Лефортово;Некрасовская линия;2021;IV квартал;533582;534056;1508957884;;;;;;;
Парк Победы;Арбатско-Покровская линия;2021;IV квартал;1577254;1567582;1508957886;;;;;;;
Электрозаводская;Некрасовская линия;2021;IV квартал;693679;693367;1508957888;;;;;;;
Терехово;Большая кольцевая линия;2021;IV квартал;33174;35602;1508957889;;;;;;;
Кунцевская;Большая кольцевая линия;2021;IV квартал;216524;222245;1508957890;;;;;;;
Давыдково;Большая кольцевая линия;2021;IV квартал;156097;158951;1508957891;;;;;;;
Аминьевская;Большая кольцевая линия;2021;IV квартал;169580;168823;1508957892;;;;;;;
Мичуринский проспект;Большая кольцевая линия;2021;IV квартал;161433;164256;1508957893;;;;;;;
Проспект Вернадского;Большая кольцевая линия;2021;IV квартал;97296;99593;1508957894;;;;;;;
Новаторская;Большая кольцевая линия;2021;IV квартал;223689;225940;1508957895;;;;;;;
Воронцовская;Большая кольцевая линия;2021;IV квартал;143937;151324;1508957896;;;;;;;
Зюзино;Большая кольцевая линия;2021;IV квартал;286405;291437;1508957897;;;;;;;
Каховская;Большая кольцевая линия;2021;IV квартал;234347;247205;1508957898;;;;;;;
Тверская;Замоскворецкая линия;2021;IV квартал;0;0;1508957899;;;;;;;
Битцевский парк;Бутовская линия Лёгкого метро;2021;IV квартал;257069;204106;1508957900;;;;;;;
Театральная;Замоскворецкая линия;2021;IV квартал;0;0;1508957901;;;;;;;
Лесопарковая;Бутовская линия Лёгкого метро;2021;IV квартал;490076;468329;1508957902;;;;;;;
Новокузнецкая;Замоскворецкая линия;2021;IV квартал;2529306;2650146;1508957903;;;;;;;
Павелецкая;Замоскворецкая линия;2021;IV квартал;2922043;2530668;1508957905;;;;;;;
Улица Старокачаловская;Бутовская линия Лёгкого метро;2021;IV квартал;1520737;1471075;1508957906;;;;;;;
Автозаводская;Замоскворецкая линия;2021;IV квартал;3151656;3320486;1508957907;;;;;;;
Бульвар адмирала Ушакова;Бутовская линия Лёгкого метро;2021;IV квартал;850308;837331;1508957908;;;;;;;
Технопарк;Замоскворецкая линия;2021;IV квартал;1437730;1455198;1508957909;;;;;;;
Улица Горчакова;Бутовская линия Лёгкого метро;2021;IV квартал;798983;786781;1508957910;;;;;;;
Коломенская;Замоскворецкая линия;2021;IV квартал;4129485;4167241;1508957911;;;;;;;
Бунинская аллея;Бутовская линия Лёгкого метро;2021;IV квартал;1715732;1676849;1508957912;;;;;;;
Каширская;Замоскворецкая линия;2021;IV квартал;2177394;2231913;1508957913;;;;;;;
Ховрино;Замоскворецкая линия;2021;IV квартал;3700437;3378571;1508957914;;;;;;;
Кантемировская;Замоскворецкая линия;2021;IV квартал;3334402;3309424;1508957915;;;;;;;
Беломорская;Замоскворецкая линия;2021;IV квартал;2564850;2439067;1508957916;;;;;;;
Царицыно;Замоскворецкая линия;2021;IV квартал;5055514;4941757;1508957917;;;;;;;
Речной вокзал;Замоскворецкая линия;2021;IV квартал;2317911;2263288;1508957918;;;;;;;
Орехово;Замоскворецкая линия;2021;IV квартал;1633796;1578997;1508957919;;;;;;;
Водный стадион;Замоскворецкая линия;2021;IV квартал;3347533;3334623;1508957920;;;;;;;
Домодедовская;Замоскворецкая линия;2021;IV квартал;5320047;4949446;1508957921;;;;;;;
Войковская;Замоскворецкая линия;2021;IV квартал;4076694;4102131;1508957922;;;;;;;
Красногвардейская;Замоскворецкая линия;2021;IV квартал;1532733;1528796;1508957923;;;;;;;
Сокол;Замоскворецкая линия;2021;IV квартал;2994269;3044514;1508957924;;;;;;;
Алма-Атинская;Замоскворецкая линия;2021;IV квартал;1181868;1150928;1508957925;;;;;;;
Аэропорт;Замоскворецкая линия;2021;IV квартал;3061758;3120396;1508957926;;;;;;;
Новокосино;Калининская линия;2021;IV квартал;5042337;4840975;1508957927;;;;;;;
Динамо;Замоскворецкая линия;2021;IV квартал;2412151;2473745;1508957928;;;;;;;
Новогиреево;Калининская линия;2021;IV квартал;5849591;5677197;1508957929;;;;;;;
Белорусская;Замоскворецкая линия;2021;IV квартал;2431922;2338810;1508957930;;;;;;;
Перово;Калининская линия;2021;IV квартал;3492129;3462935;1508957931;;;;;;;
Маяковская;Замоскворецкая линия;2021;IV квартал;2933387;3018859;1508957932;;;;;;;
Шоссе Энтузиастов;Калининская линия;2021;IV квартал;1825302;1974817;1508957933;;;;;;;
Авиамоторная;Калининская линия;2021;IV квартал;3459574;3632495;1508957934;;;;;;;
Площадь Ильича;Калининская линия;2021;IV квартал;1918966;1920103;1508957935;;;;;;;
Ботанический сад;Калужско-Рижская линия;2021;IV квартал;1369516;1560364;1508957936;;;;;;;
ВДНХ;Калужско-Рижская линия;2021;IV квартал;5403185;5264818;1508957937;;;;;;;
Марксистская;Калининская линия;2021;IV квартал;1905171;1995722;1508957938;;;;;;;
Алексеевская;Калужско-Рижская линия;2021;IV квартал;2837629;2922561;1508957939;;;;;;;
Третьяковская;Калининская линия;2021;IV квартал;2258177;2370388;1508957940;;;;;;;
Медведково;Калужско-Рижская линия;2021;IV квартал;4330916;4170859;1508957941;;;;;;;
Рижская;Калужско-Рижская линия;2021;IV квартал;0;0;1508957942;;;;;;;
Бабушкинская;Калужско-Рижская линия;2021;IV квартал;4095509;4093737;1508957943;;;;;;;
Проспект Мира;Калужско-Рижская линия;2021;IV квартал;2115800;2210714;1508957944;;;;;;;
Свиблово;Калужско-Рижская линия;2021;IV квартал;2057971;2064352;1508957945;;;;;;;
Павелецкая;Кольцевая линия;2021;IV квартал;2832351;2950596;1508958454;;;;;;;
